y,x
55.7732593,37.6281971
55.876407,37.4292276
55.6204223,37.5026829
55.632498,37.5286226
55.631724,37.5396026
55.6318683,37.5391326
55.7513411,37.6241429
55.7419344,37.4997385
55.7771587,37.6400067
55.7765273,37.6490153
55.777223,37.6484473
55.785749,37.6410289
55.7771335,37.6393949
55.7722111,37.6372985
55.7702027,37.6437226
55.7719572,37.6384433
55.7771841,37.6405357
55.7756972,37.6419925
55.7749706,37.6409504
55.7836475,37.6419474
55.7929007,37.6168849
55.7928317,37.6237555
55.7931739,37.6195995
55.7933389,37.6168214
55.7928786,37.613161
55.792888,37.6136094
55.7932828,37.6162997
55.793357,37.6162979
55.7930087,37.6149422
55.7933427,37.6150502
55.7932768,37.61313
55.7926122,37.6245521
55.7923902,37.6282854
55.7917077,37.6310162
55.7916879,37.6313649
55.7814093,37.6428627
55.7735389,37.6225093
55.7648081,37.6199794
55.7648796,37.6194691
55.7589912,37.620909
55.7588517,37.6200704
55.770247,37.6365825
55.7674348,37.6353066
55.795286,37.6360035
55.7919247,37.6382546
55.7914594,37.6380117
55.7913108,37.6408528
55.7926807,37.6395508
55.7921994,37.6364068
55.7946802,37.6345999
55.7956637,37.6354819
55.7935865,37.6346566
55.7941615,37.6337837
55.7797681,37.6445998
55.7853371,37.6043485
55.7825481,37.6124492
55.7833767,37.615005
55.8111674,37.8165681
55.8028398,37.8187441
55.7973256,37.8190225
55.7968311,37.8190443
55.7936322,37.8192106
55.6293666,37.4736246
55.6298581,37.4736689
55.6380199,37.544397
55.6418151,37.5518922
55.6480948,37.5132541
55.6549002,37.5222417
55.6502364,37.5332705
55.6404156,37.5030638
55.7078277,37.5328803
55.7039764,37.5259971
55.7059943,37.5141195
55.7117885,37.5276425
55.7151598,37.5357427
55.7256199,37.5342452
55.7110314,37.5385071
55.7085853,37.5421783
55.7061258,37.5529827
55.7060661,37.5540519
55.7267704,37.5357247
55.7255832,37.5345373
55.7249644,37.5344341
55.8214949,37.6479896
55.8253257,37.6517797
55.6833256,37.6390731
55.810718,37.8117012
55.8088337,37.776311
55.8098279,37.781925
55.8103887,37.7985766
55.8035383,37.8303479
55.8128479,37.8292796
55.8029337,37.8301371
55.8148444,37.8435355
55.8171457,37.8117906
55.7638073,37.6738045
55.745405,37.5705881
55.7482517,37.719304
55.810619,37.8293958
55.6596758,37.6541347
55.6686752,37.6610947
55.794454,37.6192298
55.7985052,37.6190224
55.7984447,37.6160346
55.8114121,37.619228
55.8003268,37.6339551
55.8006229,37.6347929
55.8021956,37.6354836
55.8133088,37.8342204
55.7920834,37.5853096
55.7916953,37.5893441
55.6904755,37.8292183
55.6881454,37.8282981
55.6868732,37.8313933
55.7062143,37.8411392
55.706687,37.8394351
55.7074915,37.8363471
55.7088119,37.8301605
55.7057397,37.8333082
55.6386456,37.4601623
55.5920536,37.7307525
55.5913387,37.7297125
55.5925204,37.7304423
55.6344992,37.6994887
55.6698354,37.5417646
55.673617,37.5448031
55.6737328,37.5444621
55.6733641,37.545574
55.6714445,37.5522263
55.6706249,37.555199
55.6732649,37.5464795
55.6694914,37.5411008
55.6685296,37.5403871
55.6737273,37.5239572
55.6915852,37.5615412
55.688095,37.5452305
55.658364,37.5201791
55.6584807,37.519876
55.6582658,37.5184476
55.6856169,37.5542546
55.6837568,37.5597588
55.6813396,37.5667932
55.8738282,37.5473811
55.8703731,37.6323508
55.8691071,37.6219044
55.8773899,37.6810699
55.8730715,37.6932466
55.8752258,37.6887038
55.7851489,37.6629079
55.7795288,37.66608
55.7870991,37.6607172
55.7859118,37.6637758
55.7856965,37.6637743
55.8512351,37.5849539
55.8499545,37.5850227
55.8522384,37.584653
55.85235,37.5841341
55.8503404,37.5856532
55.8361144,37.6572421
55.7112142,37.6657336
55.7034376,37.6490866
55.7085384,37.6683566
55.8653801,37.6814275
55.8643769,37.6834915
55.8129797,37.8292583
55.8226907,37.8247573
55.8129087,37.8287217
55.7928865,37.7829529
55.7984749,37.7291161
55.7951375,37.7053806
55.7952982,37.7054686
55.905732,37.587934
55.9051262,37.5863853
55.8980789,37.586172
55.8906235,37.4988812
55.8866171,37.4834472
55.7457955,37.624902
55.747853,37.6256449
55.7484974,37.6252262
55.821442,37.4458599
55.6786675,37.531752
55.6743476,37.5426745
55.6943248,37.5564945
55.6708287,37.5202337
55.6735971,37.5242989
55.6791567,37.5324475
55.6879576,37.5454666
55.6919188,37.5621154
55.6948816,37.5570344
55.6875959,37.5732239
55.6899199,37.566426
55.8132533,37.6462693
55.8210945,37.6477157
55.8137396,37.6382555
55.8220281,37.642945
55.8293621,37.649651
55.7715505,37.683911
55.8835871,37.7236774
55.744104,37.6145791
55.8813085,37.6946369
55.8674942,37.6771018
55.8661283,37.6751334
55.7983164,37.7290593
55.8105729,37.8116908
55.8113146,37.8165131
55.7631802,37.7773868
55.7622072,37.772331
55.7645565,37.7844505
55.7451232,37.7951733
55.7475002,37.7572062
55.7470602,37.764311
55.7503542,37.8317632
55.766715,37.8326799
55.7685542,37.8402337
55.775193,37.8355289
55.7657387,37.7899808
55.7381959,37.7701684
55.7680883,37.8216405
55.7460398,37.814493
55.7439725,37.8143405
55.7498465,37.8308571
55.7500702,37.8313643
55.7494868,37.8314921
55.7495214,37.8307342
55.7489998,37.8303941
55.7492526,37.8007877
55.749819,37.8004055
55.7682136,37.8400391
55.7681694,37.8399881
55.7679646,37.8405176
55.7679954,37.8226795
55.7674336,37.8229269
55.7661158,37.822435
55.7675011,37.830473
55.7670521,37.83336
55.7670822,37.8319953
55.7675033,37.8319019
55.7672038,37.8316357
55.7391504,37.8177746
55.7391912,37.8167473
55.7243961,37.7991695
55.7249891,37.8004015
55.7322991,37.8296556
55.7322919,37.8298543
55.7358452,37.8285692
55.7428853,37.7894513
55.7769627,37.7653673
55.7765966,37.7471278
55.7800879,37.746688
55.864598,37.6802042
55.8666857,37.6758956
55.8635739,37.6822957
55.878718,37.6995706
55.8850614,37.7098793
55.8758827,37.7033257
55.7519521,37.6105426
55.8077727,37.6168239
55.8082199,37.6158818
55.8070765,37.6153994
55.8084116,37.6156057
55.7959091,37.599452
55.7926675,37.5878231
55.7916876,37.5890247
55.7923176,37.5946691
55.7424429,37.5013304
55.7415368,37.4984228
55.7361171,37.5097827
55.7362777,37.5161286
55.7752557,37.5833151
55.7732372,37.5907312
55.7783759,37.5853005
55.7839339,37.6887416
55.7831743,37.6941949
55.7880499,37.691823
55.7916617,37.687331
55.7931447,37.6793768
55.7926907,37.6786457
55.7921582,37.67874
55.7917988,37.5808429
55.7919115,37.5757449
55.7956032,37.5843812
55.7944221,37.5850243
